,Position,Track Name,Artist,Streams,URL,Song ID,index,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
93,94,Momma I Hit A Lick (feat. Kendrick Lamar),2 Chainz,2427750,https://open.spotify.com/track/7jKUnzzOGhAlPjr7LkIUlE,7jKUnzzOGhAlPjr7LkIUlE,43,0.202,https://api.spotify.com/v1/audio-analysis/7jKUnzzOGhAlPjr7LkIUlE,0.796,173760,0.467,7jKUnzzOGhAlPjr7LkIUlE,3.32e-05,11,0.206,-6.293,1,0.34,179.974,3,https://api.spotify.com/v1/tracks/7jKUnzzOGhAlPjr7LkIUlE,audio_features,spotify:track:7jKUnzzOGhAlPjr7LkIUlE,0.4
94,95,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2416140,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,74lnM5V6ecvoTPV0fvptx9,44,0.113,https://api.spotify.com/v1/audio-analysis/74lnM5V6ecvoTPV0fvptx9,0.808,166400,0.617,74lnM5V6ecvoTPV0fvptx9,0.0,10,0.734,-9.32,0,0.442,149.962,4,https://api.spotify.com/v1/tracks/74lnM5V6ecvoTPV0fvptx9,audio_features,spotify:track:74lnM5V6ecvoTPV0fvptx9,0.632
95,96,Youngblood,5 Seconds of Summer,2392988,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,45,0.0169,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.596,203418,0.854,2iUXsYOEPhVqEBwsqP70rE,0.0,7,0.124,-5.114,0,0.463,120.274,4,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,audio_features,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.152
96,97,Don't Call Me Up,Mabel,2343906,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,46,0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480,0.881,5WHTFyqSii0lmT9R21abT8,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,audio_features,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234
97,98,Keanu Reeves,Logic,2333745,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,25F6MWrnFBCXVnpN4n76EK,47,0.0591,https://api.spotify.com/v1/audio-analysis/25F6MWrnFBCXVnpN4n76EK,0.71,225987,0.888,25F6MWrnFBCXVnpN4n76EK,0.0,2,0.134,-6.457,1,0.235,170.193,4,https://api.spotify.com/v1/tracks/25F6MWrnFBCXVnpN4n76EK,audio_features,spotify:track:25F6MWrnFBCXVnpN4n76EK,0.816
98,99,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2331580,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,1KVczjazCcCCgM3gXXUl47,48,0.168,https://api.spotify.com/v1/audio-analysis/1KVczjazCcCCgM3gXXUl47,0.612,223543,0.601,1KVczjazCcCCgM3gXXUl47,0.0,8,0.117,-7.089,1,0.164,147.018,4,https://api.spotify.com/v1/tracks/1KVczjazCcCCgM3gXXUl47,audio_features,spotify:track:1KVczjazCcCCgM3gXXUl47,0.525
99,100,Secreto,Anuel Aa,2317922,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,49,0.602,https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0,0.807,258800,0.803,5W83ErFkO3aKAIS1WMi6u0,0.00853,11,0.136,-4.156,1,0.126,91.987,4,https://api.spotify.com/v1/tracks/5W83ErFkO3aKAIS1WMi6u0,audio_features,spotify:track:5W83ErFkO3aKAIS1WMi6u0,0.706
100,101,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2305087,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,4mGdjNMo0RonTlOEb7cYg4,0,0.0116,https://api.spotify.com/v1/audio-analysis/4mGdjNMo0RonTlOEb7cYg4,0.464,239507,0.852,4mGdjNMo0RonTlOEb7cYg4,0.0,11,0.108,-3.804,1,0.067,160.075,4,https://api.spotify.com/v1/tracks/4mGdjNMo0RonTlOEb7cYg4,audio_features,spotify:track:4mGdjNMo0RonTlOEb7cYg4,0.233
101,102,Don't Stop Me Now - Remastered,Queen,2299092,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,1,0.0475,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,0.559,209413,0.868,5T8EDUDqKcs6OSOwEsfqG7,0.000176,5,0.776,-5.276,1,0.17,156.295,4,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,audio_features,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.609
102,103,Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,2295040,https://open.spotify.com/track/0Goo25lbtpwor5vb0K2r21,0Goo25lbtpwor5vb0K2r21,2,0.0836,https://api.spotify.com/v1/audio-analysis/0Goo25lbtpwor5vb0K2r21,0.687,221153,0.829,0Goo25lbtpwor5vb0K2r21,0.0,4,0.0986,-3.607,0,0.0298,152.059,4,https://api.spotify.com/v1/tracks/0Goo25lbtpwor5vb0K2r21,audio_features,spotify:track:0Goo25lbtpwor5vb0K2r21,0.349
103,104,Look Alive (feat. Drake),BlocBoy JB,2277046,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,4qKcDkK6siZ7Jp1Jb4m0aL,3,0.00104,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,0.922,181263,0.581,4qKcDkK6siZ7Jp1Jb4m0aL,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,audio_features,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,0.595
104,105,Best Part (feat. Daniel Caesar),H.E.R.,2273606,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,4OBZT9EnhYIV17t4pGw7ig,4,0.795,https://api.spotify.com/v1/audio-analysis/4OBZT9EnhYIV17t4pGw7ig,0.473,209400,0.371,4OBZT9EnhYIV17t4pGw7ig,0.0,4,0.109,-10.219,0,0.0405,75.208,4,https://api.spotify.com/v1/tracks/4OBZT9EnhYIV17t4pGw7ig,audio_features,spotify:track:4OBZT9EnhYIV17t4pGw7ig,0.413
105,106,God's Plan,Drake,2255240,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,5,0.0332,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,0.754,198973,0.449,6DCZcSspjsKoFjzjrWoCdn,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,audio_features,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.357
106,107,Bleed It,Blueface,2245981,https://open.spotify.com/track/67fNrBUMc7iWMofdCaoJV9,67fNrBUMc7iWMofdCaoJV9,6,0.221,https://api.spotify.com/v1/audio-analysis/67fNrBUMc7iWMofdCaoJV9,0.845,145520,0.76,67fNrBUMc7iWMofdCaoJV9,0.0,1,0.107,-6.007,0,0.357,101.865,4,https://api.spotify.com/v1/tracks/67fNrBUMc7iWMofdCaoJV9,audio_features,spotify:track:67fNrBUMc7iWMofdCaoJV9,0.558
107,108,in my head,Ariana Grande,2229800,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,4T652DlATVHe0jdLKaN3Bw,7,0.173,https://api.spotify.com/v1/audio-analysis/4T652DlATVHe0jdLKaN3Bw,0.662,222947,0.6,4T652DlATVHe0jdLKaN3Bw,0.000137,0,0.109,-6.402,1,0.0703,134.979,4,https://api.spotify.com/v1/tracks/4T652DlATVHe0jdLKaN3Bw,audio_features,spotify:track:4T652DlATVHe0jdLKaN3Bw,0.331
108,109,10 Freaky Girls (with 21 Savage),Metro Boomin,2212113,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ,0AluA5RNsa4Cx6XRhf2hWZ,8,0.588,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,0.81,208293,0.353,0AluA5RNsa4Cx6XRhf2hWZ,0.0,6,0.102,-9.931,0,0.31,88.031,4,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,audio_features,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,0.0727
109,110,Fine China,Future,2211329,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,5274I4mUMnYczyeXkGDWZN,9,0.0484,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,0.656,141587,0.542,5274I4mUMnYczyeXkGDWZN,0.0,7,0.126,-7.358,1,0.323,166.111,4,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,audio_features,spotify:track:5274I4mUMnYczyeXkGDWZN,0.551
110,111,changes,XXXTENTACION,2211106,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,7AFASza1mXqntmGtbxXprO,10,0.883,https://api.spotify.com/v1/audio-analysis/7AFASza1mXqntmGtbxXprO,0.669,121887,0.308,7AFASza1mXqntmGtbxXprO,0.0,11,0.0984,-10.068,1,0.029,64.934,4,https://api.spotify.com/v1/tracks/7AFASza1mXqntmGtbxXprO,audio_features,spotify:track:7AFASza1mXqntmGtbxXprO,0.52
111,112,Burnin' Up,Jonas Brothers,2203498,https://open.spotify.com/track/68r3esIMdWpIeZqWZQDnfY,68r3esIMdWpIeZqWZQDnfY,11,0.0258,https://api.spotify.com/v1/audio-analysis/68r3esIMdWpIeZqWZQDnfY,0.665,175347,0.948,68r3esIMdWpIeZqWZQDnfY,0.0,2,0.378,-3.387,1,0.0881,114.012,4,https://api.spotify.com/v1/tracks/68r3esIMdWpIeZqWZQDnfY,audio_features,spotify:track:68r3esIMdWpIeZqWZQDnfY,0.841
112,113,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2198407,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,12,0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,0.574,182623,0.758,5JEx7HbmvHQQswJCsoo9rA,0.0,1,0.395,-5.029,0,0.0621,144.111,4,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492
113,114,Lean Wit Me,Juice WRLD,2190192,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,3oDkdAySo1VQQG0ptV7uwa,13,0.0414,https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa,0.665,175755,0.651,3oDkdAySo1VQQG0ptV7uwa,0.0,1,0.0896,-5.515,1,0.156,163.935,4,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,audio_features,spotify:track:3oDkdAySo1VQQG0ptV7uwa,0.237
114,115,YOSEMITE,Travis Scott,2170635,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,7lAK3oHbfEnvUQWosrMMpR,14,0.283,https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,0.785,150043,0.554,7lAK3oHbfEnvUQWosrMMpR,3.4e-06,0,0.116,-6.571,1,0.0409,128.047,4,https://api.spotify.com/v1/tracks/7lAK3oHbfEnvUQWosrMMpR,audio_features,spotify:track:7lAK3oHbfEnvUQWosrMMpR,0.144
115,116,I Like Me Better,Lauv,2170246,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,15,0.535,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,0.752,197437,0.505,2P91MQbaiQOfbiz9VqhqKQ,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,audio_features,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,0.419
116,117,Baila Baila Baila,Ozuna,2161582,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,16,0.0361,https://api.spotify.com/v1/audio-analysis/7uH27oIt4a6cIFCA8ZPcyG,0.816,158400,0.754,7uH27oIt4a6cIFCA8ZPcyG,0.0,11,0.217,-2.75,0,0.111,99.966,4,https://api.spotify.com/v1/tracks/7uH27oIt4a6cIFCA8ZPcyG,audio_features,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,0.533
117,118,Look What God Gave Her,Thomas Rhett,2125097,https://open.spotify.com/track/1HY7Ze0NWqDJkl4g4MV62Q,1HY7Ze0NWqDJkl4g4MV62Q,17,0.0221,https://api.spotify.com/v1/audio-analysis/1HY7Ze0NWqDJkl4g4MV62Q,0.732,168214,0.847,1HY7Ze0NWqDJkl4g4MV62Q,0.0,2,0.246,-3.921,1,0.0307,113.012,4,https://api.spotify.com/v1/tracks/1HY7Ze0NWqDJkl4g4MV62Q,audio_features,spotify:track:1HY7Ze0NWqDJkl4g4MV62Q,0.885
118,119,bellyache,Billie Eilish,2112280,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,51NFxnQvaosfDDutk0tams,18,0.46,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,0.695,179172,0.573,51NFxnQvaosfDDutk0tams,0.0734,4,0.482,-8.597,0,0.106,99.939,4,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,audio_features,spotify:track:51NFxnQvaosfDDutk0tams,0.408
119,120,XO TOUR Llif3,Lil Uzi Vert,2112033,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,7GX5flRQZVHRAGd6B4TmDO,19,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401
120,121,ocean eyes,Billie Eilish,2109074,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,20,0.819,https://api.spotify.com/v1/audio-analysis/2uIX8YMNjGMD7441kqyyNU,0.475,200560,0.37,2uIX8YMNjGMD7441kqyyNU,0.0577,4,0.0841,-7.725,0,0.0361,144.828,4,https://api.spotify.com/v1/tracks/2uIX8YMNjGMD7441kqyyNU,audio_features,spotify:track:2uIX8YMNjGMD7441kqyyNU,0.157
121,122,SLOW DANCING IN THE DARK,Joji,2107735,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,0rKtyWc8bvkriBthvHKY8d,21,0.544,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,0.515,209274,0.479,0rKtyWc8bvkriBthvHKY8d,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,audio_features,spotify:track:0rKtyWc8bvkriBthvHKY8d,0.284
122,123,Congratulations,Post Malone,2081564,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,3a1lNhkSLSkpJE4MSHpDu9,22,0.215,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.63,220293,0.804,3a1lNhkSLSkpJE4MSHpDu9,0.0,6,0.253,-4.183,1,0.0363,123.146,4,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.492
123,124,Stop The Madness (feat. Gunna),Lil Skies,2077416,https://open.spotify.com/track/6PXhPHhZy1MpxuTNA1Ad4L,6PXhPHhZy1MpxuTNA1Ad4L,23,0.0201,https://api.spotify.com/v1/audio-analysis/6PXhPHhZy1MpxuTNA1Ad4L,0.651,254877,0.833,6PXhPHhZy1MpxuTNA1Ad4L,0.0,1,0.109,-5.153,1,0.0847,80.977,4,https://api.spotify.com/v1/tracks/6PXhPHhZy1MpxuTNA1Ad4L,audio_features,spotify:track:6PXhPHhZy1MpxuTNA1Ad4L,0.594
124,125,Speed It Up,Gunna,2072665,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D,6PfI6EeLNiNGVAVg11nv7D,24,0.0394,https://api.spotify.com/v1/audio-analysis/6PfI6EeLNiNGVAVg11nv7D,0.912,179022,0.587,6PfI6EeLNiNGVAVg11nv7D,0.01,7,0.111,-7.395,1,0.0582,143.027,4,https://api.spotify.com/v1/tracks/6PfI6EeLNiNGVAVg11nv7D,audio_features,spotify:track:6PfI6EeLNiNGVAVg11nv7D,0.435
125,126,No Stylist,French Montana,2053123,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,04MLEeAMuV9IlHEsD8vF6A,25,0.0215,https://api.spotify.com/v1/audio-analysis/04MLEeAMuV9IlHEsD8vF6A,0.765,192172,0.704,04MLEeAMuV9IlHEsD8vF6A,0.0,5,0.227,-4.589,0,0.127,147.055,4,https://api.spotify.com/v1/tracks/04MLEeAMuV9IlHEsD8vF6A,audio_features,spotify:track:04MLEeAMuV9IlHEsD8vF6A,0.498
126,127,This Feeling,The Chainsmokers,2041308,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,26,0.0558,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,0.575,197947,0.571,4NBTZtAt1F13VvlSKe6KTl,0.0,1,0.0912,-7.906,1,0.0439,105.049,4,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,audio_features,spotify:track:4NBTZtAt1F13VvlSKe6KTl,0.449
127,128,Beautiful Crazy,Luke Combs,2040192,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,2rxQMGVafnNaRaXlRMWPde,27,0.676,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,0.552,193200,0.402,2rxQMGVafnNaRaXlRMWPde,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,audio_features,spotify:track:2rxQMGVafnNaRaXlRMWPde,0.382
128,129,Beautiful (feat. Camila Cabello),Bazzi,2036880,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,4VUwkH455At9kENOfzTqmF,28,0.346,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,0.638,180000,0.717,4VUwkH455At9kENOfzTqmF,0.0,2,0.105,-4.722,1,0.0337,100.027,4,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,audio_features,spotify:track:4VUwkH455At9kENOfzTqmF,0.249
129,130,No Role Modelz,J. Cole,2025033,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,62vpWI1CHwFy7tMIcSStl8,29,0.302,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,0.696,292987,0.521,62vpWI1CHwFy7tMIcSStl8,0.0,10,0.0565,-8.465,0,0.332,100.0,4,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,audio_features,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.458
130,131,High Top Versace (feat. Young Thug),2 Chainz,2017337,https://open.spotify.com/track/40wyhIkaVvuZUAbAiTOkHI,40wyhIkaVvuZUAbAiTOkHI,30,0.00206,https://api.spotify.com/v1/audio-analysis/40wyhIkaVvuZUAbAiTOkHI,0.788,176920,0.591,40wyhIkaVvuZUAbAiTOkHI,1.95e-05,1,0.116,-4.838,1,0.133,152.071,4,https://api.spotify.com/v1/tracks/40wyhIkaVvuZUAbAiTOkHI,audio_features,spotify:track:40wyhIkaVvuZUAbAiTOkHI,0.247
131,132,goosebumps,Travis Scott,2005148,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,31,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7,0.149,-3.37,1,0.0484,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43
132,133,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1992514,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,4e4fqjx0Izh4svvTef1z7e,32,0.0476,https://api.spotify.com/v1/audio-analysis/4e4fqjx0Izh4svvTef1z7e,0.642,164205,0.772,4e4fqjx0Izh4svvTef1z7e,0.0,10,0.0646,-6.61,1,0.0848,153.995,4,https://api.spotify.com/v1/tracks/4e4fqjx0Izh4svvTef1z7e,audio_features,spotify:track:4e4fqjx0Izh4svvTef1z7e,0.589
133,134,whoa (mind in awe),XXXTENTACION,1989915,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,7pdF27mSDuPWhppnHAmWHa,33,0.653,https://api.spotify.com/v1/audio-analysis/7pdF27mSDuPWhppnHAmWHa,0.735,157777,0.525,7pdF27mSDuPWhppnHAmWHa,0.918,6,0.101,-2.939,0,0.0441,160.147,4,https://api.spotify.com/v1/tracks/7pdF27mSDuPWhppnHAmWHa,audio_features,spotify:track:7pdF27mSDuPWhppnHAmWHa,0.369
134,135,Tequila,Dan + Shay,1986528,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,42fw0rxRO2xbesF6mJfd4Y,34,0.0312,https://api.spotify.com/v1/audio-analysis/42fw0rxRO2xbesF6mJfd4Y,0.489,196747,0.581,42fw0rxRO2xbesF6mJfd4Y,0.0,11,0.132,-5.731,1,0.0281,86.016,4,https://api.spotify.com/v1/tracks/42fw0rxRO2xbesF6mJfd4Y,audio_features,spotify:track:42fw0rxRO2xbesF6mJfd4Y,0.494
135,136,no tears left to cry,Ariana Grande,1981046,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2qT1uLXPVPzGgFOx4jtEuo,35,0.04,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,0.699,205920,0.713,2qT1uLXPVPzGgFOx4jtEuo,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.354
136,137,Breathe,Lil Skies,1979194,https://open.spotify.com/track/6NGeKy2lLt86dxDjJAtBFk,6NGeKy2lLt86dxDjJAtBFk,36,0.187,https://api.spotify.com/v1/audio-analysis/6NGeKy2lLt86dxDjJAtBFk,0.642,154958,0.741,6NGeKy2lLt86dxDjJAtBFk,1.25e-06,6,0.146,-5.204,0,0.163,76.016,4,https://api.spotify.com/v1/tracks/6NGeKy2lLt86dxDjJAtBFk,audio_features,spotify:track:6NGeKy2lLt86dxDjJAtBFk,0.72
137,138,BAD!,XXXTENTACION,1976317,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,22An65gG31JLf9n18qjdhZ,37,0.0643,https://api.spotify.com/v1/audio-analysis/22An65gG31JLf9n18qjdhZ,0.78,94246,0.492,22An65gG31JLf9n18qjdhZ,0.0313,5,0.174,-3.4,0,0.0671,143.983,4,https://api.spotify.com/v1/tracks/22An65gG31JLf9n18qjdhZ,audio_features,spotify:track:22An65gG31JLf9n18qjdhZ,0.374
138,139,Flooded,Lil Skies,1923839,https://open.spotify.com/track/6Ur6u4Ici7NYBiuGEEkNMP,6Ur6u4Ici7NYBiuGEEkNMP,38,0.36,https://api.spotify.com/v1/audio-analysis/6Ur6u4Ici7NYBiuGEEkNMP,0.714,115722,0.636,6Ur6u4Ici7NYBiuGEEkNMP,0.0,8,0.112,-5.286,1,0.201,166.049,4,https://api.spotify.com/v1/tracks/6Ur6u4Ici7NYBiuGEEkNMP,audio_features,spotify:track:6Ur6u4Ici7NYBiuGEEkNMP,0.52
139,140,Girls Like You (feat. Cardi B),Maroon 5,1905410,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,39,0.568,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,0.851,235545,0.541,7fa9MBXhVfQ8P8Df9OEbD8,0.0,0,0.13,-6.825,1,0.0505,124.959,4,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,audio_features,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,0.448
140,141,make up,Ariana Grande,1895747,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM,27356GVuMPFWiJSZCragoM,40,0.0844,https://api.spotify.com/v1/audio-analysis/27356GVuMPFWiJSZCragoM,0.671,140693,0.714,27356GVuMPFWiJSZCragoM,1.48e-06,7,0.0568,-5.373,1,0.21,105.137,3,https://api.spotify.com/v1/tracks/27356GVuMPFWiJSZCragoM,audio_features,spotify:track:27356GVuMPFWiJSZCragoM,0.477
141,142,Young Dumb & Broke,Khalid,1884237,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,5Z3GHaZ6ec9bsiI5BenrbY,41,0.199,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,0.798,202547,0.539,5Z3GHaZ6ec9bsiI5BenrbY,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,audio_features,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.394
142,143,Name in the Sand,Lil Skies,1882756,https://open.spotify.com/track/11p2ty4w5GpoFL4vcK0Cru,11p2ty4w5GpoFL4vcK0Cru,42,0.0949,https://api.spotify.com/v1/audio-analysis/11p2ty4w5GpoFL4vcK0Cru,0.646,168751,0.656,11p2ty4w5GpoFL4vcK0Cru,0.0,11,0.103,-6.798,0,0.0743,160.065,4,https://api.spotify.com/v1/tracks/11p2ty4w5GpoFL4vcK0Cru,audio_features,spotify:track:11p2ty4w5GpoFL4vcK0Cru,0.501
143,144,Hide (feat. Seezyn),Juice WRLD,1875060,https://open.spotify.com/track/0dWYd84A57fPNoxv8OFwCD,0dWYd84A57fPNoxv8OFwCD,43,0.0635,https://api.spotify.com/v1/audio-analysis/0dWYd84A57fPNoxv8OFwCD,0.715,205800,0.639,0dWYd84A57fPNoxv8OFwCD,0.0,5,0.155,-5.017,0,0.0762,149.997,4,https://api.spotify.com/v1/tracks/0dWYd84A57fPNoxv8OFwCD,audio_features,spotify:track:0dWYd84A57fPNoxv8OFwCD,0.152
144,145,4 Phones,Rich The Kid,1872298,https://open.spotify.com/track/5qu3j7Ou6LyQFSU9N7Sb5x,5qu3j7Ou6LyQFSU9N7Sb5x,44,0.0269,https://api.spotify.com/v1/audio-analysis/5qu3j7Ou6LyQFSU9N7Sb5x,0.926,217339,0.523,5qu3j7Ou6LyQFSU9N7Sb5x,0.000293,1,0.103,-5.915,1,0.158,141.983,4,https://api.spotify.com/v1/tracks/5qu3j7Ou6LyQFSU9N7Sb5x,audio_features,spotify:track:5qu3j7Ou6LyQFSU9N7Sb5x,0.205
